Country,WeightPerCountry,WeightEurope,Gender,Question
Belgium,0.99,0.27,Man,Agree
France,0.95,1.56,Man,Agree
Australia,1.01,,Man,Neither agree nor disagree
Belgium,1.01,0.28,Woman,Strongly disagree
Belgium,1.01,0.28,Man,Strongly agree
Spain,0.98,1.19,Woman,Agree
Italy,0.99,1.61,Woman,Neither agree nor disagree
Spain,1.01,1.24,Man,Agree
United Kingdom,1.02,1.6,Man,Disagree
United Kingdom,0.95,1.49,Woman,Disagree
Poland,0.96,0.97,Man,Agree
Poland,1.11,1.12,Man,Strongly disagree
Italy,1,1.61,Man,Neither agree nor disagree
Australia,0.95,,Man,Strongly disagree
Romania,0.97,0.53,Woman,Neither agree nor disagree
Germany,0.96,2.14,Man,Strongly agree
Poland,0.96,0.97,Woman,Disagree
Germany,1.07,2.38,Man,Agree
France,0.97,1.59,Woman,Agree
Spain,0.98,1.2,Man,Neither agree nor disagree
USA,0.98,,Man,Strongly disagree
United Kingdom,0.99,1.55,Woman,Agree
Australia,1.09,,Man,Agree
United Kingdom,1.11,1.74,Man,Strongly agree
Belgium,1.13,0.31,Woman,Strongly disagree
Spain,0.93,1.13,Woman,Disagree
France,0.92,1.51,Man,Strongly agree
Netherlands,1.02,0.43,Woman,Disagree
Italy,0.94,1.52,Man,Neither agree nor disagree
Italy,1.05,1.7,Woman,Disagree
France,1.02,1.68,Woman,Agree
Belgium,1.01,0.28,Man,Agree
Italy,0.92,1.49,Man,Agree
Belgium,1.01,0.28,Man,Disagree
Belgium,1.1,0.3,Man,Neither agree nor disagree
United Kingdom,1.02,1.6,Man,Strongly disagree
Belgium,1.02,0.28,Man,Disagree
Germany,1,2.21,Man,Neither agree nor disagree
France,1.07,1.76,Woman,Strongly disagree
Poland,1.11,1.12,Man,Strongly disagree
Germany,1.11,2.45,Woman,Neither agree nor disagree
Italy,0.99,1.61,Woman,Strongly disagree
Spain,1.02,1.24,Man,Neither agree nor disagree
France,0.93,1.54,Man,Neither agree nor disagree
Germany,1.09,2.41,Man,Strongly disagree
USA,0.97,,Man,Strongly disagree
USA,0.98,,Man,Strongly disagree
Belgium,1.01,0.28,Man,Disagree
Belgium,1.01,0.27,Man,Disagree
Italy,1,1.61,Woman,Agree
Netherlands,1.08,0.45,Man,Neither agree nor disagree
Italy,0.99,1.61,Woman,Neither agree nor disagree
Netherlands,1.02,0.43,Man,Agree
Australia,0.98,,Man,Strongly disagree
France,0.95,1.56,Woman,Strongly agree
Poland,1.03,1.04,Man,Agree
Germany,0.99,2.19,Man,Disagree
Spain,0.98,1.2,Man,Strongly agree
United Kingdom,0.9,1.41,Woman,Disagree
France,1.03,1.69,Woman,Neither agree nor disagree
Australia,1.02,,Woman,Strongly agree
Spain,0.94,1.15,Woman,Agree
France,0.93,1.54,Man,Neither agree nor disagree
Spain,1.02,1.25,Man,Agree
Belgium,0.99,0.27,Woman,Disagree
USA,0.99,,Man,Strongly disagree
Netherlands,1,0.42,Man,Neither agree nor disagree
Italy,0.99,1.61,Woman,Strongly agree
Australia,0.99,,Woman,Strongly agree
USA,1.05,,Man,Disagree
Netherlands,1.04,0.44,Woman,Disagree
Australia,0.94,,Woman,Agree
Germany,0.97,2.16,Man,Neither agree nor disagree
Belgium,1.01,0.27,Man,Agree
Spain,0.9,1.1,Woman,Neither agree nor disagree
Germany,0.99,2.2,Man,Strongly disagree
Poland,0.95,0.95,Man,Disagree
France,0.97,1.59,Man,Neither agree nor disagree
Australia,0.95,,Woman,Disagree
Poland,0.96,0.97,Woman,Disagree
Netherlands,0.95,0.4,Man,Agree
Italy,1.06,1.72,Man,Agree
Italy,1.05,1.7,Woman,Strongly disagree
France,0.97,1.59,Man,Strongly disagree
United Kingdom,0.98,1.53,Woman,Agree
France,0.93,1.53,Woman,Agree
Spain,1.09,1.33,Woman,Neither agree nor disagree
United Kingdom,0.98,1.53,Woman,Strongly agree
United Kingdom,0.94,1.48,Man,Strongly disagree
France,0.94,1.55,Woman,Agree
United Kingdom,0.94,1.47,Man,Neither agree nor disagree
Australia,0.97,,Man,Neither agree nor disagree
Italy,0.92,1.49,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Neither agree nor disagree
USA,1,,Woman,Agree
Poland,1,1.01,Woman,Disagree
Italy,0.95,1.53,Man,Neither agree nor disagree
Netherlands,1,0.42,Man,Agree
United Kingdom,1.02,1.6,Man,Strongly disagree
Spain,0.98,1.2,Woman,Agree
Germany,1,2.21,Woman,Disagree
Netherlands,0.95,0.4,Woman,Agree
Australia,0.89,,Woman,Strongly disagree
USA,1.02,,Man,Strongly disagree
Poland,0.96,0.97,Woman,Agree
Germany,1,2.22,Man,Disagree
Germany,0.93,2.07,Woman,Strongly disagree
Australia,1.01,,Man,Strongly disagree
United Kingdom,1.13,1.77,Woman,Strongly disagree
France,0.98,1.61,Woman,Agree
Netherlands,0.98,0.41,Woman,Disagree
Poland,1.11,1.12,Man,Disagree
Spain,1.05,1.29,Man,Agree
United Kingdom,0.96,1.5,Man,Agree
Germany,1,2.22,Man,Agree
USA,0.99,,Man,Neither agree nor disagree
Spain,1.03,1.26,Man,Disagree
Italy,0.95,1.53,Man,Disagree
Italy,0.95,1.53,Man,Neither agree nor disagree
United Kingdom,0.94,1.48,Man,Disagree
USA,1.01,,Woman,Strongly disagree
Poland,1.11,1.12,Man,Strongly disagree
Netherlands,0.98,0.41,Man,Neither agree nor disagree
Australia,1.1,,Man,Strongly agree
Spain,1.06,1.29,Woman,Disagree
France,0.99,1.63,Woman,Disagree
USA,1.02,,Man,Disagree
Australia,1.1,,Man,Strongly disagree
USA,0.95,,Man,Strongly disagree
United Kingdom,0.96,1.5,Man,Neither agree nor disagree
Italy,1,1.62,Man,Disagree
USA,0.97,,Man,Neither agree nor disagree
Germany,1.04,2.32,Woman,Disagree
France,1.04,1.71,Woman,Agree
Germany,1,2.21,Woman,Strongly disagree
USA,0.95,,Man,Neither agree nor disagree
Australia,0.94,,Woman,Neither agree nor disagree
Belgium,1.02,0.28,Man,Disagree
Italy,0.99,1.61,Woman,Strongly disagree
United Kingdom,0.91,1.42,Man,Disagree
Poland,1,1.01,Woman,Disagree
Belgium,1.01,0.28,Woman,Disagree
Spain,1.02,1.24,Woman,Disagree
France,0.98,1.62,Woman,Agree
Poland,0.95,0.96,Woman,Disagree
France,0.99,1.64,Woman,Neither agree nor disagree
Germany,0.98,2.18,Man,Neither agree nor disagree
Netherlands,0.99,0.41,Man,Strongly disagree
USA,1,,Man,Agree
Spain,0.97,1.19,Man,Agree
Australia,0.98,,Man,Strongly disagree
France,0.97,1.6,Woman,Agree
Netherlands,0.99,0.41,Man,Disagree
Germany,1,2.21,Man,Neither agree nor disagree
United Kingdom,0.96,1.5,Man,Strongly disagree
Netherlands,0.95,0.4,Woman,Neither agree nor disagree
Australia,1,,Man,Neither agree nor disagree
France,0.99,1.63,Man,Strongly disagree
Italy,1.05,1.7,Woman,Strongly disagree
Germany,1,2.21,Woman,Disagree
Italy,0.99,1.6,Man,Disagree
United Kingdom,1.02,1.6,Man,Agree
USA,0.97,,Man,Neither agree nor disagree
Romania,0.97,0.53,Man,Disagree
Poland,1.11,1.12,Man,Disagree
France,0.94,1.56,Woman,Agree
Australia,0.95,,Woman,Neither agree nor disagree
USA,0.95,,Woman,Agree
Italy,1.05,1.69,Woman,Agree
Poland,0.95,0.95,Man,Neither agree nor disagree
Poland,0.95,0.96,Woman,Agree
Romania,0.97,0.53,Man,Strongly agree
Germany,0.93,2.07,Man,Strongly agree
USA,0.99,,Man,Agree
Poland,0.96,0.97,Man,Agree
Italy,0.97,1.58,Man,Neither agree nor disagree
Italy,1.01,1.64,Woman,Strongly agree
United Kingdom,0.94,1.48,Woman,Disagree
United Kingdom,1.05,1.65,Man,Disagree
USA,0.94,,Woman,Agree
Italy,0.99,1.61,Woman,Disagree
Poland,1,1.01,Woman,Agree
Poland,1.03,1.04,Woman,Agree
USA,0.99,,Woman,Neither agree nor disagree
Austria,1,0.2,Man,Neither agree nor disagree
Spain,0.98,1.19,Woman,Agree
Australia,0.97,,Man,Strongly disagree
USA,0.95,,Woman,Neither agree nor disagree
Belgium,1.01,0.28,Man,Strongly disagree
Belgium,0.97,0.26,Woman,Agree
Australia,0.97,,Woman,Disagree
Germany,1.09,2.41,Man,Disagree
Germany,0.98,2.16,Woman,Neither agree nor disagree
France,0.96,1.58,Man,Disagree
Belgium,1.02,0.28,Man,Strongly disagree
Spain,1.12,1.37,Man,Strongly disagree
France,0.94,1.55,Woman,Neither agree nor disagree
USA,0.98,,Woman,Strongly agree
United Kingdom,1.02,1.6,Woman,Strongly agree
Spain,1.02,1.24,Woman,Disagree
Netherlands,0.96,0.4,Woman,Strongly agree
United Kingdom,1.12,1.76,Man,Disagree
Netherlands,0.94,0.39,Woman,Disagree
Italy,0.99,1.61,Woman,Disagree
Spain,0.96,1.17,Woman,Agree
Germany,0.99,2.19,Man,Strongly disagree
Germany,1.09,2.42,Man,Neither agree nor disagree
Netherlands,0.95,0.4,Woman,Strongly disagree
Belgium,1.43,0.39,Woman,Agree
Poland,0.95,0.95,Man,Disagree
Netherlands,0.98,0.41,Woman,Agree
United Kingdom,1.03,1.62,Woman,Disagree
Australia,0.97,,Woman,Agree
Romania,1.08,0.59,Woman,Neither agree nor disagree
Netherlands,0.97,0.4,Woman,Disagree
Belgium,0.96,0.26,Woman,Disagree
Italy,0.94,1.52,Man,Agree
France,1.11,1.83,Man,Agree
France,0.98,1.62,Woman,Agree
Italy,1.01,1.64,Woman,Disagree
Poland,1.11,1.12,Man,Agree
Italy,1.06,1.72,Man,Neither agree nor disagree
Belgium,1.06,0.29,Woman,Strongly agree
Netherlands,1.05,0.44,Man,Disagree
Poland,1.02,1.03,Woman,Disagree
Italy,1,1.62,Man,Strongly disagree
Romania,0.95,0.52,Man,Neither agree nor disagree
Germany,0.98,2.18,Woman,Neither agree nor disagree
Germany,0.98,2.18,Woman,Strongly agree
France,0.95,1.56,Man,Neither agree nor disagree
Spain,1.02,1.24,Man,Agree
United Kingdom,0.99,1.56,Woman,Strongly disagree
Poland,1.03,1.04,Woman,Agree
France,0.96,1.59,Woman,Neither agree nor disagree
United Kingdom,1.02,1.6,Woman,Agree
Spain,1.04,1.28,Woman,Strongly agree
Spain,0.9,1.1,Woman,Strongly disagree
United Kingdom,0.97,1.52,Man,Strongly disagree
Australia,1,,Woman,Agree
Australia,0.98,,Man,Strongly disagree
Germany,0.98,2.17,Man,Disagree
Austria,1.03,0.21,Woman,Disagree
USA,0.95,,Woman,Neither agree nor disagree
Poland,1.03,1.04,Man,Agree
Australia,0.97,,Woman,Strongly disagree
France,0.96,1.58,Woman,Strongly agree
Australia,1.02,,Woman,Disagree
France,0.99,1.63,Man,Strongly agree
Belgium,1.01,0.28,Man,Neither agree nor disagree
Spain,1.12,1.37,Man,Agree
Italy,0.89,1.44,Man,Strongly disagree
Netherlands,0.97,0.4,Man,Agree
Romania,1,0.54,Man,Neither agree nor disagree
USA,0.99,,Woman,Neither agree nor disagree
Germany,0.91,2.03,Woman,Disagree
Netherlands,1.07,0.45,Man,Disagree
Netherlands,0.99,0.41,Man,Strongly disagree
Australia,1.26,,Man,Agree
Australia,0.94,,Woman,Disagree
Germany,0.98,2.18,Man,Strongly disagree
United Kingdom,0.92,1.44,Man,Disagree
Spain,1.12,1.37,Man,Disagree
Netherlands,0.93,0.39,Woman,Neither agree nor disagree
France,1.06,1.75,Woman,Agree
Italy,0.96,1.56,Woman,Agree
Australia,1.01,,Man,Strongly agree
United Kingdom,1.02,1.59,Man,Strongly disagree
Australia,1.1,,Man,Agree
Poland,0.95,0.96,Woman,Strongly agree
United Kingdom,0.89,1.39,Man,Disagree
Italy,0.98,1.59,Man,Disagree
Italy,0.99,1.61,Woman,Strongly agree
Belgium,0.95,0.26,Woman,Strongly agree
Spain,0.89,1.09,Man,Agree
Italy,1.03,1.66,Woman,Neither agree nor disagree
United Kingdom,0.92,1.44,Man,Strongly disagree
Belgium,0.94,0.26,Woman,Strongly disagree
France,0.93,1.54,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Agree
Belgium,1.13,0.31,Woman,Disagree
Australia,1.12,,Man,Agree
France,0.93,1.54,Woman,Agree
Netherlands,0.94,0.4,Man,Strongly disagree
Netherlands,1.05,0.44,Man,Disagree
Poland,0.95,0.95,Man,Neither agree nor disagree
Australia,1.01,,Man,Agree
USA,0.99,,Man,Strongly disagree
Poland,0.95,0.96,Woman,Agree
Belgium,0.95,0.26,Woman,Disagree
Netherlands,0.98,0.41,Woman,Neither agree nor disagree
USA,0.95,,Woman,Neither agree nor disagree
Australia,1.01,,Man,Strongly disagree
France,0.93,1.54,Man,Agree
France,0.96,1.58,Man,Agree
Netherlands,1.04,0.43,Woman,Neither agree nor disagree
Australia,0.99,,Man,Neither agree nor disagree
France,0.98,1.62,Woman,Neither agree nor disagree
France,0.93,1.53,Woman,Neither agree nor disagree
Australia,0.95,,Woman,Strongly disagree
Australia,0.99,,Man,Disagree
Poland,0.96,0.97,Woman,Neither agree nor disagree
USA,0.96,,Woman,Neither agree nor disagree
France,1.03,1.69,Woman,Neither agree nor disagree
USA,0.99,,Woman,Disagree
Poland,1.02,1.03,Woman,Agree
Belgium,1.01,0.27,Man,Strongly disagree
Netherlands,1,0.42,Woman,Strongly agree
Australia,0.95,,Woman,Agree
Belgium,0.97,0.26,Woman,Disagree
France,0.97,1.59,Man,Disagree
Australia,0.97,,Woman,Strongly disagree
USA,1.02,,Man,Neither agree nor disagree
USA,1.03,,Man,Agree
Netherlands,0.95,0.4,Woman,Disagree
Poland,0.96,0.97,Woman,Strongly agree
Netherlands,1.02,0.43,Woman,Neither agree nor disagree
Australia,0.99,,Man,Disagree
USA,0.96,,Woman,Strongly agree
USA,0.97,,Man,Strongly disagree
Poland,0.95,0.95,Man,Agree
Poland,0.95,0.96,Woman,Neither agree nor disagree
Netherlands,0.97,0.41,Man,Neither agree nor disagree
Netherlands,0.98,0.41,Man,Disagree
Australia,0.98,,Man,Neither agree nor disagree
Poland,0.95,0.95,Man,Neither agree nor disagree
Netherlands,0.99,0.41,Man,Neither agree nor disagree
USA,0.96,,Woman,Disagree
Poland,1.03,1.04,Man,Disagree
Poland,0.96,0.97,Woman,Disagree
Australia,1.01,,Man,Neither agree nor disagree
USA,0.96,,Woman,Strongly disagree
Australia,0.96,,Woman,Agree
Poland,0.95,0.96,Woman,Agree
Netherlands,0.96,0.4,Woman,Strongly disagree
Belgium,1.18,0.32,Man,Neither agree nor disagree
USA,0.99,,Woman,Strongly disagree
Belgium,1.01,0.28,Woman,Disagree
Australia,0.97,,Woman,Strongly disagree
Netherlands,1.02,0.43,Man,Agree
Belgium,0.9,0.25,Woman,Agree
Romania,1.08,0.59,Woman,Disagree
Romania,0.95,0.52,Man,Neither agree nor disagree
Austria,1.01,0.2,Woman,Disagree
Poland,1.03,1.04,Man,Neither agree nor disagree
Australia,1,,Woman,Strongly disagree
USA,0.97,,Woman,Neither agree nor disagree
Australia,0.94,,Woman,Neither agree nor disagree
USA,0.99,,Woman,Disagree
USA,0.98,,Man,Neither agree nor disagree
USA,0.97,,Man,Strongly disagree
USA,0.95,,Woman,Strongly disagree
USA,0.98,,Man,Disagree
USA,1.02,,Man,Agree
Poland,1.03,1.04,Man,Neither agree nor disagree
Romania,0.98,0.54,Man,Neither agree nor disagree
Poland,0.95,0.95,Man,Disagree
USA,0.97,,Man,Strongly disagree
Poland,1.02,1.03,Woman,Agree
Poland,0.95,0.95,Man,Disagree
Poland,1.03,1.04,Man,Neither agree nor disagree
USA,0.97,,Man,Strongly disagree
USA,0.94,,Woman,Agree
USA,0.94,,Woman,Strongly disagree
USA,0.96,,Woman,Disagree
Poland,1.02,1.03,Woman,Disagree
Poland,1.11,1.12,Man,Agree
Belgium,0.99,0.27,Man,Strongly agree
Romania,0.95,0.52,Woman,Neither agree nor disagree
USA,0.96,,Woman,Strongly agree
Poland,0.95,0.95,Man,Agree
Belgium,1.05,0.29,Man,Disagree
Poland,0.96,0.97,Woman,Strongly agree
Belgium,0.96,0.26,Woman,Strongly disagree
USA,0.94,,Woman,Strongly disagree
Belgium,1.06,0.29,Man,Strongly disagree
Poland,1.11,1.12,Man,Disagree
Belgium,0.99,0.27,Woman,Neither agree nor disagree
Poland,0.95,0.95,Man,Neither agree nor disagree
Poland,0.96,0.97,Woman,Disagree
Belgium,0.99,0.27,Woman,Disagree
Romania,0.97,0.53,Woman,Disagree
USA,0.99,,Man,Strongly disagree
Poland,0.95,0.95,Man,Neither agree nor disagree
Poland,0.96,0.97,Woman,Strongly disagree
Belgium,1.12,0.3,Man,Disagree
Romania,1.14,0.62,Man,Disagree
USA,0.94,,Woman,Disagree
Poland,0.95,0.96,Woman,Strongly disagree
Belgium,1.02,0.28,Man,Strongly agree
Poland,0.96,0.97,Woman,Disagree
Belgium,1.02,0.28,Man,Neither agree nor disagree
Belgium,1.01,0.28,Man,Strongly disagree
Romania,0.97,0.53,Man,Strongly disagree
USA,0.99,,Man,Strongly disagree
Poland,1.11,1.12,Man,Strongly disagree
Poland,1.11,1.12,Man,Agree
USA,0.96,,Woman,Agree
USA,0.92,,Woman,Strongly agree
USA,0.94,,Woman,Disagree
Poland,0.96,0.97,Man,Strongly disagree
USA,0.95,,Man,Agree
Romania,0.98,0.54,Man,Neither agree nor disagree
Poland,0.95,0.96,Woman,Agree
Austria,0.95,0.19,Man,Disagree
USA,0.97,,Man,Agree
Poland,0.96,0.97,Woman,Strongly disagree
USA,0.96,,Woman,Disagree
Poland,0.96,0.97,Man,Disagree
Belgium,0.98,0.27,Woman,Strongly agree
Poland,0.96,0.97,Woman,Agree
Poland,1.03,1.04,Man,Strongly disagree
Poland,1.03,1.04,Man,Strongly agree
Belgium,1.09,0.3,Woman,Strongly agree
USA,0.99,,Man,Strongly disagree
USA,1.03,,Woman,Disagree
Poland,1.03,1.04,Man,Agree
USA,0.96,,Woman,Agree
USA,0.94,,Woman,Neither agree nor disagree
USA,1.01,,Man,Agree
Poland,0.96,0.97,Man,Strongly agree
USA,1.02,,Man,Agree
Belgium,0.95,0.26,Woman,Agree
Belgium,1.01,0.28,Man,Strongly disagree
Romania,0.97,0.53,Woman,Disagree
USA,0.96,,Woman,Disagree
USA,0.96,,Woman,Strongly disagree
USA,0.98,,Man,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Agree
Belgium,1.01,0.28,Woman,Agree
Poland,1.11,1.12,Man,Disagree
USA,1.02,,Man,Strongly disagree
Belgium,0.95,0.26,Woman,Neither agree nor disagree
USA,1.02,,Man,Strongly agree
Poland,1,1.01,Woman,Agree
USA,0.99,,Woman,Strongly disagree
USA,0.96,,Woman,Strongly disagree
USA,1.03,,Man,Strongly disagree
Poland,0.95,0.95,Man,Agree
USA,0.99,,Man,Disagree
Poland,1,1.01,Woman,Disagree
Poland,1.03,1.04,Woman,Agree
USA,0.94,,Woman,Disagree
Belgium,1.02,0.28,Man,Disagree
USA,0.94,,Man,Disagree
Poland,1.11,1.12,Man,Neither agree nor disagree
Belgium,0.99,0.27,Woman,Neither agree nor disagree
USA,0.96,,Woman,Strongly disagree
Belgium,1.05,0.29,Woman,Disagree
Poland,1.03,1.04,Woman,Agree
Poland,1,1.01,Woman,Agree
USA,0.96,,Woman,Disagree
USA,0.99,,Woman,Neither agree nor disagree
USA,0.95,,Woman,Agree
Austria,1.03,0.21,Woman,Strongly agree
USA,0.97,,Man,Strongly disagree
Poland,1.11,1.12,Man,Neither agree nor disagree
Poland,1.03,1.04,Woman,Agree
Poland,1.11,1.12,Man,Agree
USA,0.96,,Woman,Agree
USA,1.02,,Man,Agree
Poland,1.03,1.04,Man,Disagree
Poland,1.02,1.03,Woman,Disagree
USA,0.96,,Woman,Strongly disagree
Belgium,0.97,0.26,Woman,Agree
Belgium,0.95,0.26,Woman,Strongly agree
Belgium,1.09,0.3,Woman,Neither agree nor disagree
Belgium,1.01,0.28,Man,Agree
Poland,0.96,0.97,Woman,Neither agree nor disagree
Poland,1.03,1.04,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Disagree
Poland,0.96,0.97,Man,Agree
Poland,1.03,1.04,Man,Strongly agree
Poland,1.03,1.04,Man,Disagree
Belgium,1.01,0.28,Man,Agree
Poland,0.96,0.97,Woman,Strongly disagree
Poland,0.95,0.96,Woman,Neither agree nor disagree
Poland,0.95,0.96,Woman,Agree
Poland,1.11,1.12,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Strongly disagree
Poland,0.96,0.97,Woman,Strongly agree
Austria,1,0.2,Man,Neither agree nor disagree
Belgium,1.01,0.27,Man,Agree
Belgium,0.99,0.27,Woman,Strongly disagree
Poland,1.03,1.04,Man,Agree
Poland,0.95,0.95,Man,Agree
Poland,0.95,0.96,Woman,Agree
Poland,1.03,1.04,Woman,Neither agree nor disagree
Poland,0.95,0.95,Man,Strongly agree
Belgium,0.96,0.26,Woman,Strongly disagree
Poland,1.03,1.04,Man,Strongly disagree
Romania,0.95,0.52,Man,Neither agree nor disagree
Romania,0.96,0.52,Woman,Strongly disagree
Poland,0.95,0.96,Woman,Agree
Poland,0.95,0.96,Woman,Disagree
Poland,1.03,1.04,Man,Disagree
Belgium,1.1,0.3,Man,Neither agree nor disagree
Poland,0.96,0.97,Woman,Agree
Romania,0.95,0.52,Man,Neither agree nor disagree
Poland,0.95,0.95,Man,Agree
Poland,0.95,0.96,Woman,Agree
Poland,0.96,0.97,Woman,Strongly agree
Poland,1.11,1.12,Man,Agree
Poland,1.03,1.04,Man,Agree
Poland,1.03,1.04,Man,Disagree
Poland,1.11,1.12,Man,Strongly agree
Poland,0.95,0.96,Woman,Agree
Romania,0.97,0.53,Man,Disagree
Poland,1.03,1.04,Woman,Agree
Czech Republic,0.99,0.21,Woman,Strongly disagree
Poland,0.96,0.97,Woman,Disagree
Poland,0.95,0.95,Man,Disagree
Poland,0.95,0.95,Man,Disagree
Poland,1.11,1.12,Man,Disagree
Austria,1.01,0.2,Woman,Disagree
Poland,1.03,1.04,Man,Neither agree nor disagree
Poland,0.96,0.97,Woman,Disagree
Poland,1.11,1.12,Man,Agree
Romania,0.95,0.52,Man,Disagree
Poland,1.03,1.04,Woman,Neither agree nor disagree
Romania,0.95,0.52,Woman,Agree
Romania,0.97,0.53,Man,Neither agree nor disagree
Romania,0.98,0.54,Man,Strongly agree
Poland,1.03,1.04,Woman,Agree
Romania,0.95,0.52,Woman,Disagree
Poland,1.03,1.04,Man,Strongly agree
Romania,0.95,0.52,Man,Neither agree nor disagree
Poland,0.95,0.95,Man,Strongly disagree
Romania,1,0.54,Man,Strongly agree
Poland,1,1.01,Woman,Neither agree nor disagree
Poland,0.95,0.96,Woman,Strongly disagree
Poland,1.03,1.04,Man,Strongly disagree
Poland,1,1.01,Woman,Disagree
Romania,0.96,0.52,Woman,Disagree
Poland,0.96,0.97,Woman,Agree
Poland,1.03,1.04,Woman,Agree
Poland,1.11,1.12,Man,Agree
Romania,0.97,0.53,Woman,Agree
Poland,0.96,0.97,Woman,Disagree
Romania,0.98,0.54,Man,Disagree
Romania,0.97,0.53,Woman,Disagree
Romania,1,0.54,Woman,Neither agree nor disagree
Poland,1.11,1.12,Man,Strongly disagree
Poland,1.02,1.03,Woman,Agree
Austria,1,0.2,Man,Agree
Poland,0.95,0.95,Man,Agree
Poland,0.95,0.96,Woman,Disagree
Romania,0.96,0.52,Woman,Strongly agree
Poland,0.95,0.95,Man,Neither agree nor disagree
Poland,1.03,1.04,Woman,Agree
Poland,0.95,0.95,Man,Disagree
Romania,0.98,0.54,Man,Agree
Czech Republic,1,0.21,Woman,Disagree
Poland,1.03,1.04,Man,Agree
Poland,1.03,1.04,Man,Strongly agree
Poland,0.95,0.95,Man,Strongly disagree
Poland,1.02,1.03,Woman,Neither agree nor disagree
Romania,0.97,0.53,Man,Neither agree nor disagree
Poland,1.02,1.03,Woman,Agree
Poland,0.96,0.97,Woman,Disagree
Poland,0.96,0.97,Woman,Agree
Poland,0.95,0.95,Man,Agree
Poland,0.96,0.97,Man,Neither agree nor disagree
Poland,1.03,1.04,Man,Agree
Poland,1.03,1.04,Woman,Neither agree nor disagree
Poland,0.96,0.97,Woman,Agree
Poland,1.11,1.12,Man,Neither agree nor disagree
Romania,0.98,0.54,Man,Disagree
Poland,0.95,0.95,Man,Strongly disagree
Poland,1.03,1.04,Man,Agree
Poland,1.03,1.04,Woman,Agree
Romania,0.97,0.53,Woman,Strongly agree
Poland,1.02,1.03,Woman,Disagree
Poland,1.11,1.12,Man,Strongly disagree
Poland,0.96,0.97,Woman,Disagree
Poland,1.02,1.03,Woman,Agree
Poland,0.96,0.97,Man,Agree
Poland,1.02,1.03,Woman,Strongly agree
Poland,0.96,0.97,Man,Strongly disagree
Poland,1.11,1.12,Man,Disagree
Romania,1.14,0.62,Man,Neither agree nor disagree
Poland,0.95,0.96,Woman,Disagree
Poland,1.03,1.04,Woman,Strongly agree
Poland,0.96,0.97,Woman,Agree
Poland,1.03,1.04,Woman,Strongly disagree
Romania,1,0.54,Man,Neither agree nor disagree
Poland,1.03,1.04,Man,Agree
Romania,0.96,0.52,Woman,Agree
Poland,0.96,0.97,Woman,Disagree
Poland,0.96,0.97,Woman,Agree
Poland,1.02,1.03,Woman,Disagree
Poland,0.95,0.96,Woman,Neither agree nor disagree
Romania,0.95,0.52,Woman,Disagree
Romania,0.98,0.54,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Agree
Poland,0.95,0.95,Man,Strongly disagree
Poland,1.02,1.03,Woman,Strongly disagree
Austria,1.03,0.21,Woman,Neither agree nor disagree
Romania,0.95,0.52,Woman,Agree
Poland,1.03,1.04,Woman,Strongly disagree
Poland,1.03,1.04,Man,Agree
Poland,1.02,1.03,Woman,Disagree
Poland,0.96,0.97,Woman,Neither agree nor disagree
